workerid,proliferate.condition,A_key,B_key,C1,C2,chosen_key,chosen_option,chosen_text,expected_key,expected_option,filler_type,group,item,item_feedback,item_list,list_assigned,raw_score,rt_ms,score_rel_expected,sentence,slide_number_in_experiment,slider_value,type,variant,catch_trials,list_assigned,subject_information.assess,subject_information.comments,subject_information.enjoyment,subject_information.experiment_about,subject_information.fairprice,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
349,list 16,C1,C2,The hallway was too cramped.,He also greeted some guests in the hallway.,C1,A,The hallway was too cramped.,C1,A,,Adjunct,75,,15,15,-3,12082,3,It was at the front door that Jack greeted the guests.,20,1,critical,cleft,[],15,Yes,,1,Something to do with the English language,1,english,Chrome,Mac,900,1440,11.14905,
349,list 16,C2,C1,There were technical issues with the sound system.,The band practices every week.,C1,B,There were technical issues with the sound system.,C1,B,clear,Filler,F04,,,15,3,9266,3,The concert started later than planned.,21,7,filler,,[],15,Yes,,1,Something to do with the English language,1,english,Chrome,Mac,900,1440,11.14905,
349,list 16,C2,C1,The kitchen counter was still cluttered with ingredients.,He arranged more snacks in the kitchen.,C1,B,The kitchen counter was still cluttered with ingredients.,C2,A,,Adjunct,61,,15,15,3,10950,-3,Nick arranged the snacks in the living room.,22,7,critical,neutral,[],15,Yes,,1,Something to do with the English language,1,english,Chrome,Mac,900,1440,11.14905,
349,list 16,C1,C2,There was a power outage in the area.,The shop sells clothing and shoes.,C1,A,There was a power outage in the area.,C1,A,clear,Filler,F05,,,15,-3,8932,3,The shop closed early that evening.,23,1,filler,,[],15,Yes,,1,Something to do with the English language,1,english,Chrome,Mac,900,1440,11.14905,
349,list 16,C2,C1,Passengers were already waiting on the platform.,Some people checked the departure board for updates.,C1,B,Passengers were already waiting on the platform.,C1,B,clear,Filler,F16,,,15,3,17633,3,The train arrived later than expected.,24,7,filler,,[],15,Yes,,1,Something to do with the English language,1,english,Chrome,Mac,900,1440,11.14905,
349,list 16,C2,C1,Sebastian’s oven had stopped working earlier that day.,Sebastian baked some too.,NEUTRAL,NEUTRAL,,C2,A,,Subject,1,,15,15,0,23133,0,Marie baked cupcakes for the party.,25,4,critical,neutral,[],15,Yes,,1,Something to do with the English language,1,english,Chrome,Mac,900,1440,11.14905,
349,list 16,C1,C2,The neighbour signed for it at the door.,It was later placed in the hallway by the entrance.,C2,B,It was later placed in the hallway by the entrance.,C1,A,clear,Filler,F20,,,15,2,14682,-2,The package was delivered to the neighbour.,26,6,filler,,[],15,Yes,,1,Something to do with the English language,1,english,Chrome,Mac,900,1440,11.14905,
349,list 16,C1,C2,He spent the evening in the kitchen preparing the meal.,He prepared a simple meal using vegetables and pasta.,C1,A,He spent the evening in the kitchen preparing the meal.,C1,A,clear,Filler,F15,,,15,-1,24900,1,Tom cooked dinner for everyone.,27,3,filler,,[],15,Yes,,1,Something to do with the English language,1,english,Chrome,Mac,900,1440,11.14905,
349,list 16,C1,C2,The glasses had all been poured beforehand.,He was also pouring them.,C1,A,The glasses had all been poured beforehand.,C1,A,,VP,30,,15,15,-3,15049,3,It was handing out the drinks that Jonathan was engaged in.,28,1,critical,cleft,[],15,Yes,,1,Something to do with the English language,1,english,Chrome,Mac,900,1440,11.14905,
349,list 16,C2,C1,Someone had opened the back door.,The alarm system was recently installed.,C1,B,Someone had opened the back door.,C1,B,clear,Filler,F02,,,15,3,14900,3,The alarm went off unexpectedly.,29,7,filler,,[],15,Yes,,1,Something to do with the English language,1,english,Chrome,Mac,900,1440,11.14905,
349,list 16,C1,C2,A large group had made a reservation.,The restaurant has a long menu.,C1,A,A large group had made a reservation.,C1,A,clear,Filler,F08,,,15,-3,21149,3,The restaurant was fully booked.,30,1,filler,,[],15,Yes,,1,Something to do with the English language,1,english,Chrome,Mac,900,1440,11.14905,
349,list 16,C1,C2,He carried it over his arm as he left the house.,It was a lightweight jacket he often carries in his bag.,NEUTRAL,NEUTRAL,,C1,A,clear,Filler,F14,,,15,0,27982,0,Max brought a jacket with him.,31,4,filler,,[],15,Yes,,1,Something to do with the English language,1,english,Chrome,Mac,900,1440,11.14905,
349,list 16,C1,C2,He didn't have time to bake anything else.,He also baked some muffins.,C1,A,He didn't have time to bake anything else.,C1,A,,Object,45,,15,15,-1,11783,1,It was a loaf of sourdough that Sunil baked.,32,3,critical,cleft,[],15,Yes,,1,Something to do with the English language,1,english,Chrome,Mac,900,1440,11.14905,
349,list 16,C1,C2,He now follows a different weekly schedule.,He now follows a mix of strength and cardio exercises.,NEUTRAL,NEUTRAL,,C1,A,clear,Filler,F12,,,15,0,18916,0,Daniel changed his workout routine.,33,4,filler,,[],15,Yes,,1,Something to do with the English language,1,english,Chrome,Mac,900,1440,11.14905,
349,list 16,C2,C1,She is the only one who knows the building inside out.,Paul also gave them a tour.,C1,B,She is the only one who knows the building inside out.,C1,B,,Subject,15,,15,15,2,13083,2,It was Kate who showed the new students around.,34,6,critical,cleft,[],15,Yes,,1,Something to do with the English language,1,english,Chrome,Mac,900,1440,11.14905,
346,list 16,C1,C2,It had been shipped earlier than planned.,The delivery service operates every day.,C1,A,It had been shipped earlier than planned.,C1,A,clear,Filler,F10,,,15,-2,6343,2,The package arrived in the morning.,5,2,filler,,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C1,C2,His flatmate had cleaned it already.,He also cleaned it.,C2,B,He also cleaned it.,C2,B,,VP,16,,15,15,2,8464,2,Zayn was engaged in decorating the flat.,6,6,critical,neutral,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C1,C2,A large group had made a reservation.,The restaurant has a long menu.,C1,A,A large group had made a reservation.,C1,A,clear,Filler,F08,,,15,-3,7080,3,The restaurant was fully booked.,7,1,filler,,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C1,C2,The glasses had all been poured beforehand.,He was also pouring them.,C1,A,The glasses had all been poured beforehand.,C1,A,,VP,30,,15,15,-3,10864,3,It was handing out the drinks that Jonathan was engaged in.,8,1,critical,cleft,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C2,C1,She settled in and looked out as the plane prepared for take-off.,The seat was next to the wing and close to the aisle.,C1,B,She settled in and looked out as the plane prepared for take-off.,C1,B,clear,Filler,F13,,,15,2,18167,2,Sophie chose the window seat.,9,6,filler,,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C1,C2,Passengers were already waiting on the platform.,Some people checked the departure board for updates.,C1,A,Passengers were already waiting on the platform.,C1,A,clear,Filler,F16,,,15,-2,13304,2,The train arrived later than expected.,10,2,filler,,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C1,C2,There were technical issues with the sound system.,The band practices every week.,C1,A,There were technical issues with the sound system.,C1,A,clear,Filler,F04,,,15,-3,5791,3,The concert started later than planned.,11,1,filler,,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C2,C1,There was a power outage in the area.,The shop sells clothing and shoes.,C1,B,There was a power outage in the area.,C1,B,clear,Filler,F05,,,15,3,7337,3,The shop closed early that evening.,12,7,filler,,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C2,C1,The Italian wine was sold out.,He also brought Italian wine.,C1,B,The Italian wine was sold out.,C2,A,,Adjective,46,,15,15,2,10456,-2,Sebastian brought Austrian wine to the party.,13,6,critical,neutral,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C1,C2,It was raining heavily outside.,The children like eating pasta.,C1,A,It was raining heavily outside.,C1,A,clear,Filler,F01,,,15,-3,6368,3,The children stayed inside all day.,14,1,filler,,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C2,C1,He spent the evening in the kitchen preparing the meal.,He prepared a simple meal using vegetables and pasta.,C2,A,He prepared a simple meal using vegetables and pasta.,C1,B,clear,Filler,F15,,,15,-3,6535,-3,Tom cooked dinner for everyone.,15,1,filler,,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C1,C2,The hallway was too cramped.,He also greeted some guests in the hallway.,C1,A,The hallway was too cramped.,C1,A,,Adjunct,75,,15,15,-3,6352,3,It was at the front door that Jack greeted the guests.,16,1,critical,cleft,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C2,C1,She is the only one who knows the building inside out.,Paul also gave them a tour.,C1,B,She is the only one who knows the building inside out.,C1,B,,Subject,15,,15,15,3,7399,3,It was Kate who showed the new students around.,17,7,critical,cleft,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C2,C1,The kitchen counter was still cluttered with ingredients.,He arranged more snacks in the kitchen.,C1,B,The kitchen counter was still cluttered with ingredients.,C2,A,,Adjunct,61,,15,15,2,13184,-2,Nick arranged the snacks in the living room.,18,6,critical,neutral,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C2,C1,She wanted to ask the teacher a question.,The classroom has large windows.,C1,B,She wanted to ask the teacher a question.,C1,B,clear,Filler,F06,,,15,3,4448,3,Mia stayed after class.,19,7,filler,,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C2,C1,He left the house later than usual.,The bus route passes through the city centre.,C1,B,He left the house later than usual.,C1,B,clear,Filler,F03,,,15,3,5352,3,Alex missed the bus.,20,7,filler,,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C1,C2,She set up her laptop at the kitchen table.,She logged into her email shortly after starting her day.,C1,A,She set up her laptop at the kitchen table.,C1,A,clear,Filler,F17,,,15,-3,6048,3,Laura decided to work from home.,21,1,filler,,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C2,C1,He didn't have time to bake anything else.,He also baked some muffins.,C1,B,He didn't have time to bake anything else.,C1,B,,Object,45,,15,15,2,19640,2,It was a loaf of sourdough that Sunil baked.,22,6,critical,cleft,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C1,C2,The new space has a larger dining area.,The interior features modern decor and bright lighting.,C1,A,The new space has a larger dining area.,C1,A,clear,Filler,F18,,,15,-2,10520,2,The restaurant opened a new location.,23,2,filler,,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C2,C1,Sebastian’s oven had stopped working earlier that day.,Sebastian baked some too.,C2,A,Sebastian baked some too.,C2,A,,Subject,1,,15,15,-2,15423,2,Marie baked cupcakes for the party.,24,2,critical,neutral,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C1,C2,He carried it over his arm as he left the house.,It was a lightweight jacket he often carries in his bag.,C2,B,It was a lightweight jacket he often carries in his bag.,C1,A,clear,Filler,F14,,,15,2,7360,-2,Max brought a jacket with him.,25,6,filler,,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C2,C1,The main topics had already been covered.,The lecturer has taught there for years.,C1,B,The main topics had already been covered.,C1,B,clear,Filler,F09,,,15,2,5992,2,The lecture ended earlier than expected.,26,6,filler,,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C2,C1,She spent some time comparing different models.,She spent some time browsing different brands and designs.,C2,A,She spent some time browsing different brands and designs.,C1,B,clear,Filler,F11,,,15,-1,18488,-1,Lena bought a new laptop last week.,27,3,filler,,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C1,C2,The artificial ones were still in the attic.,She put a couple of artificial ones in the vases as well.,C1,A,The artificial ones were still in the attic.,C1,A,,Adjective,60,,15,15,-2,11760,2,It was fresh flowers that Ruby placed by the entrance.,28,2,critical,cleft,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C1,C2,He now follows a different weekly schedule.,He now follows a mix of strength and cardio exercises.,C2,B,He now follows a mix of strength and cardio exercises.,C1,A,clear,Filler,F12,,,15,2,13680,-2,Daniel changed his workout routine.,29,6,filler,,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C1,C2,Her mum made the sandwiches.,She made some sandwiches as well.,C2,B,She made some sandwiches as well.,C2,B,,Object,31,,15,15,1,12320,1,Julia made a cheese board.,30,5,critical,neutral,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C2,C1,He needed something to stay awake.,Coffee is served in many cafés.,C1,B,He needed something to stay awake.,C1,B,clear,Filler,F07,,,15,2,4528,2,Jonas ordered a coffee.,31,6,filler,,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C1,C2,The neighbour signed for it at the door.,It was later placed in the hallway by the entrance.,C1,A,The neighbour signed for it at the door.,C1,A,clear,Filler,F20,,,15,-2,6399,2,The package was delivered to the neighbour.,32,2,filler,,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C1,C2,Someone had opened the back door.,The alarm system was recently installed.,C1,A,Someone had opened the back door.,C1,A,clear,Filler,F02,,,15,-1,7543,1,The alarm went off unexpectedly.,33,3,filler,,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
346,list 16,C2,C1,Their backpacks were already packed by the door.,They gathered their things in the living room.,C2,A,They gathered their things in the living room.,C1,B,clear,Filler,F19,,,15,-1,7553,-1,The children finished their homework early.,34,3,filler,,[],15,Yes,,2,No,1,English,Chrome,Windows,1080,1920,5.849933333333333,
123,list 9,C2,C1,Passengers were already waiting on the platform.,Some people checked the departure board for updates.,C1,B,Passengers were already waiting on the platform.,C1,B,clear,Filler,F16,,,9,2,7157,2,The train arrived later than expected.,5,6,filler,,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C2,C1,He needed something to stay awake.,Coffee is served in many cafés.,C1,B,He needed something to stay awake.,C1,B,clear,Filler,F07,,,9,2,7745,2,Jonas ordered a coffee.,6,6,filler,,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C2,C1,A large group had made a reservation.,The restaurant has a long menu.,C1,B,A large group had made a reservation.,C1,B,clear,Filler,F08,,,9,2,5438,2,The restaurant was fully booked.,7,6,filler,,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C1,C2,She set up her laptop at the kitchen table.,She logged into her email shortly after starting her day.,C1,A,She set up her laptop at the kitchen table.,C1,A,clear,Filler,F17,,,9,-2,8119,2,Laura decided to work from home.,8,2,filler,,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C1,C2,His friend had exported and uploaded it.,He also took care of the exporting and uploading.,C2,B,He also took care of the exporting and uploading.,C2,B,,VP,25,,9,9,2,20477,2,Julian was engaged in editing the video.,9,6,critical,neutral,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C2,C1,He now follows a different weekly schedule.,He now follows a mix of strength and cardio exercises.,C1,B,He now follows a different weekly schedule.,C1,B,clear,Filler,F12,,,9,2,7794,2,Daniel changed his workout routine.,10,6,filler,,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C2,C1,It had been shipped earlier than planned.,The delivery service operates every day.,C1,B,It had been shipped earlier than planned.,C1,B,clear,Filler,F10,,,9,2,4975,2,The package arrived in the morning.,11,6,filler,,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C2,C1,He was still busy finishing some tasks.,He had the rest of it in the kitchen after the call.,C2,A,He had the rest of it in the kitchen after the call.,C1,B,,Adjunct,69,,9,9,-2,8505,-2,It was at the desk that John had his lunch.,12,2,critical,cleft,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C2,C1,There was a power outage in the area.,The shop sells clothing and shoes.,C2,A,The shop sells clothing and shoes.,C1,B,clear,Filler,F05,,,9,-2,40556,-2,The shop closed early that evening.,13,2,filler,,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C1,C2,Someone had opened the back door.,The alarm system was recently installed.,C1,A,Someone had opened the back door.,C1,A,clear,Filler,F02,,,9,-2,4083,2,The alarm went off unexpectedly.,14,2,filler,,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C1,C2,The new space has a larger dining area.,The interior features modern decor and bright lighting.,C1,A,The new space has a larger dining area.,C1,A,clear,Filler,F18,,,9,-2,5328,2,The restaurant opened a new location.,15,2,filler,,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C2,C1,The neighbour signed for it at the door.,It was later placed in the hallway by the entrance.,C1,B,The neighbour signed for it at the door.,C1,B,clear,Filler,F20,,,9,2,6666,2,The package was delivered to the neighbour.,16,6,filler,,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C2,C1,He carried it over his arm as he left the house.,It was a lightweight jacket he often carries in his bag.,C2,A,It was a lightweight jacket he often carries in his bag.,C1,B,clear,Filler,F14,,,9,-2,7677,-2,Max brought a jacket with him.,17,2,filler,,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C2,C1,His siblings had completely forgotten about it.,His sister remembered it too and sent a card.,C1,B,His siblings had completely forgotten about it.,C2,A,,Subject,10,,9,9,2,7191,-2,Sam remembered his parents’ anniversary.,18,6,critical,neutral,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C1,C2,She is the only one with a Spotify account.,Sebastian made one too.,C1,A,She is the only one with a Spotify account.,C1,A,,Subject,9,,9,9,-2,14752,2,It was Marie who created a playlist for the party.,19,2,critical,cleft,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C2,C1,His colleague had edited the rest of the paper.,He also edited the related work section.,C2,A,He also edited the related work section.,C2,A,,Object,40,,9,9,-2,8847,2,Sebastian edited the introduction.,20,2,critical,neutral,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C2,C1,There were technical issues with the sound system.,The band practices every week.,C2,A,The band practices every week.,C1,B,clear,Filler,F04,,,9,-2,4142,-2,The concert started later than planned.,21,2,filler,,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C2,C1,The desserts were still in the fridge.,He set the desserts out too.,C1,B,The desserts were still in the fridge.,C1,B,,Object,39,,9,9,2,5019,2,It was the appetizers that Gaurav set out.,22,6,critical,cleft,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C1,C2,She settled in and looked out as the plane prepared for take-off.,The seat was next to the wing and close to the aisle.,C1,A,She settled in and looked out as the plane prepared for take-off.,C1,A,clear,Filler,F13,,,9,-2,5542,2,Sophie chose the window seat.,23,2,filler,,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C2,C1,It was raining heavily outside.,The children like eating pasta.,C1,B,It was raining heavily outside.,C1,B,clear,Filler,F01,,,9,2,4610,2,The children stayed inside all day.,24,6,filler,,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C1,C2,She wanted to ask the teacher a question.,The classroom has large windows.,C1,A,She wanted to ask the teacher a question.,C1,A,clear,Filler,F06,,,9,-2,4296,2,Mia stayed after class.,25,2,filler,,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C2,C1,He spent the evening in the kitchen preparing the meal.,He prepared a simple meal using vegetables and pasta.,C2,A,He prepared a simple meal using vegetables and pasta.,C1,B,clear,Filler,F15,,,9,-2,3897,-2,Tom cooked dinner for everyone.,26,2,filler,,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C1,C2,There wasn't enough time during the day.,He also charged it a few times during the day.,C1,A,There wasn't enough time during the day.,C2,B,,Adjunct,70,,9,9,-2,8121,-2,Kevin charged his laptop overnight.,27,2,critical,neutral,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C2,C1,He left the house later than usual.,The bus route passes through the city centre.,C1,B,He left the house later than usual.,C1,B,clear,Filler,F03,,,9,2,4066,2,Alex missed the bus.,28,6,filler,,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C1,C2,They had run out of the vegan options.,She ordered a vegan dish too.,C2,B,She ordered a vegan dish too.,C2,B,,Adjective,55,,9,9,2,9079,2,Wendy ordered a vegetarian dish at the restaurant.,29,6,critical,neutral,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C2,C1,Their backpacks were already packed by the door.,They gathered their things in the living room.,C2,A,They gathered their things in the living room.,C1,B,clear,Filler,F19,,,9,-2,13231,-2,The children finished their homework early.,30,2,filler,,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C2,C1,He couldn't arrange them in the flat as he needed to leave.,He also helped arranging them in the flat.,C2,A,He also helped arranging them in the flat.,C1,B,,VP,24,,9,9,-2,10028,-2,It was carrying the chairs up from the basement that Pranav helped with.,31,2,critical,cleft,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C2,C1,The main topics had already been covered.,The lecturer has taught there for years.,C1,B,The main topics had already been covered.,C1,B,clear,Filler,F09,,,9,2,12340,2,The lecture ended earlier than expected.,32,6,filler,,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C1,C2,He couldn't find the silver one.,He labelled a few with a silver one too.,C1,A,He couldn't find the silver one.,C1,A,,Adjective,54,,9,9,-2,9035,2,It was with a golden pen that Richard labelled the cards.,33,2,critical,cleft,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
123,list 9,C1,C2,She spent some time comparing different models.,She spent some time browsing different brands and designs.,C1,A,She spent some time comparing different models.,C1,A,clear,Filler,F11,,,9,-2,13795,2,Lena bought a new laptop last week.,34,2,filler,,[],9,Yes,no,1,Unsure,1,English,Chrome,Mac,900,1440,5.848483333333333,
294,list 9,C2,C1,Their backpacks were already packed by the door.,They gathered their things in the living room.,C1,B,Their backpacks were already packed by the door.,C1,B,clear,Filler,F19,,,9,1,13195,1,The children finished their homework early.,5,5,filler,,[],9,Yes,,2,To investigate how phrasing alters what people think is a natural continuation,1,English,Chrome,Mac,900,1440,6.311066666666667,
294,list 9,C1,C2,He was still busy finishing some tasks.,He had the rest of it in the kitchen after the call.,C2,B,He had the rest of it in the kitchen after the call.,C1,A,,Adjunct,69,,9,9,1,20567,-1,It was at the desk that John had his lunch.,6,5,critical,cleft,[],9,Yes,,2,To investigate how phrasing alters what people think is a natural continuation,1,English,Chrome,Mac,900,1440,6.311066666666667,
294,list 9,C1,C2,She is the only one with a Spotify account.,Sebastian made one too.,C1,A,She is the only one with a Spotify account.,C1,A,,Subject,9,,9,9,-2,11783,2,It was Marie who created a playlist for the party.,7,2,critical,cleft,[],9,Yes,,2,To investigate how phrasing alters what people think is a natural continuation,1,English,Chrome,Mac,900,1440,6.311066666666667,
294,list 9,C1,C2,The new space has a larger dining area.,The interior features modern decor and bright lighting.,C1,A,The new space has a larger dining area.,C1,A,clear,Filler,F18,,,9,-2,8068,2,The restaurant opened a new location.,8,2,filler,,[],9,Yes,,2,To investigate how phrasing alters what people think is a natural continuation,1,English,Chrome,Mac,900,1440,6.311066666666667,
294,list 9,C2,C1,His friend had exported and uploaded it.,He also took care of the exporting and uploading.,C2,A,He also took care of the exporting and uploading.,C2,A,,VP,25,,9,9,-2,6065,2,Julian was engaged in editing the video.,9,2,critical,neutral,[],9,Yes,,2,To investigate how phrasing alters what people think is a natural continuation,1,English,Chrome,Mac,900,1440,6.311066666666667,
294,list 9,C2,C1,There was a power outage in the area.,The shop sells clothing and shoes.,C1,B,There was a power outage in the area.,C1,B,clear,Filler,F05,,,9,2,9762,2,The shop closed early that evening.,10,6,filler,,[],9,Yes,,2,To investigate how phrasing alters what people think is a natural continuation,1,English,Chrome,Mac,900,1440,6.311066666666667,
294,list 9,C2,C1,He spent the evening in the kitchen preparing the meal.,He prepared a simple meal using vegetables and pasta.,C2,A,He prepared a simple meal using vegetables and pasta.,C1,B,clear,Filler,F15,,,9,-2,7341,-2,Tom cooked dinner for everyone.,11,2,filler,,[],9,Yes,,2,To investigate how phrasing alters what people think is a natural continuation,1,English,Chrome,Mac,900,1440,6.311066666666667,
294,list 9,C2,C1,There were technical issues with the sound system.,The band practices every week.,C1,B,There were technical issues with the sound system.,C1,B,clear,Filler,F04,,,9,3,6824,3,The concert started later than planned.,12,7,filler,,[],9,Yes,,2,To investigate how phrasing alters what people think is a natural continuation,1,English,Chrome,Mac,900,1440,6.311066666666667,
294,list 9,C2,C1,His colleague had edited the rest of the paper.,He also edited the related work section.,C1,B,His colleague had edited the rest of the paper.,C2,A,,Object,40,,9,9,2,9440,-2,Sebastian edited the introduction.,13,6,critical,neutral,[],9,Yes,,2,To investigate how phrasing alters what people think is a natural continuation,1,English,Chrome,Mac,900,1440,6.311066666666667,
294,list 9,C1,C2,The neighbour signed for it at the door.,It was later placed in the hallway by the entrance.,C2,B,It was later placed in the hallway by the entrance.,C1,A,clear,Filler,F20,,,9,2,8294,-2,The package was delivered to the neighbour.,14,6,filler,,[],9,Yes,,2,To investigate how phrasing alters what people think is a natural continuation,1,English,Chrome,Mac,900,1440,6.311066666666667,
294,list 9,C2,C1,Someone had opened the back door.,The alarm system was recently installed.,C1,B,Someone had opened the back door.,C1,B,clear,Filler,F02,,,9,2,7691,2,The alarm went off unexpectedly.,15,6,filler,,[],9,Yes,,2,To investigate how phrasing alters what people think is a natural continuation,1,English,Chrome,Mac,900,1440,6.311066666666667,
294,list 9,C2,C1,It was raining heavily outside.,The children like eating pasta.,C1,B,It was raining heavily outside.,C1,B,clear,Filler,F01,,,9,3,7481,3,The children stayed inside all day.,16,7,filler,,[],9,Yes,,2,To investigate how phrasing alters what people think is a natural continuation,1,English,Chrome,Mac,900,1440,6.311066666666667,
294,list 9,C1,C2,She set up her laptop at the kitchen table.,She logged into her email shortly after starting her day.,C1,A,She set up her laptop at the kitchen table.,C1,A,clear,Filler,F17,,,9,-2,9040,2,Laura decided to work from home.,17,2,filler,,[],9,Yes,,2,To investigate how phrasing alters what people think is a natural continuation,1,English,Chrome,Mac,900,1440,6.311066666666667,
294,list 9,C2,C1,Passengers were already waiting on the platform.,Some people checked the departure board for updates.,C1,B,Passengers were already waiting on the platform.,C1,B,clear,Filler,F16,,,9,1,9473,1,The train arrived later than expected.,18,5,filler,,[],9,Yes,,2,To investigate how phrasing alters what people think is a natural continuation,1,English,Chrome,Mac,900,1440,6.311066666666667,
